A	1	3.00000000 
A	2	3.00000000 
A	3	1.50000000 
A	4	1.50000000 
A	5	1.50000000 
A	6	0.90000000 
A	7	0.90000000 
A	8	0.90000000 
A	9	0.90000000 
A	10	0.90000000 
A	11	0.90000000 
A	12	0.90000000 
A	13	0.90000000 
A	14	0.90000000 
A	15	0.90000000 
A	16	0.90000000 
A	17	0.90000000 
A	18	0.90000000 
A	19	0.90000000 
A	20	0.90000000 
A	21	0.60000000 
A	22	0.60000000 
A	23	0.60000000 
A	24	0.60000000 
A	25	0.60000000 
A	26	0.30000000 
A	27	0.30000000 
A	28	0.30000000 
A	29	0.30000000 
A	30	0.30000000 
A	31	0.30000000 
A	32	0.30000000 
A	33	0.30000000 
A	34	0.30000000 
A	35	0.30000000 
A	36	0.30000000 
A	37	0.30000000 
A	38	0.30000000 
A	39	0.30000000 
A	40	0.30000000 
A	41	0.30000000 
A	42	0.30000000 
A	43	0.30000000 
A	44	0.30000000 
A	45	0.30000000 
A	46	0.60000000 
A	47	0.60000000 
A	48	0.60000000 
A	49	0.60000000 
A	50	0.60000000 
A	51	0.90000000 
A	52	0.90000000 
A	53	0.90000000 
A	54	0.90000000 
A	55	0.90000000 
A	56	0.90000000 
A	57	0.90000000 
A	58	0.90000000 
A	59	0.90000000 
A	60	0.90000000 
A	61	0.90000000 
A	62	0.90000000 
A	63	0.90000000 
A	64	0.90000000 
A	65	0.90000000 
A	66	1.50000000 
A	67	1.50000000 
A	68	1.50000000 
A	69	3.00000000 
E	70	3.00000000 
A	1	3.00000000 
A	2	1.50000000 
A	3	1.50000000 
A	4	0.60000000 
A	5	0.60000000 
A	6	0.60000000 
A	7	0.60000000 
A	8	0.60000000 
A	9	0.60000000 
A	10	0.60000000 
A	11	0.60000000 
A	12	0.60000000 
A	13	0.60000000 
A	14	0.30000000 
A	15	0.30000000 
A	16	0.30000000 
A	17	0.30000000 
A	18	0.30000000 
A	19	0.30000000 
A	20	0.30000000 
A	21	0.30000000 
A	22	0.30000000 
E	23	0.30000000 
